species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
sharks,,,https://www.thesmilingseahorse.com/blog/our-scooting-trip-to-koh-lipe,Discovering Koh Lipe: a new side of the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"e is also not to be missed to see frogfishes, we saw up to 6 seahorses there, as well as sleepy cat-sharks and catfish hiding in the reef along with colourful nudis and moray eels. pretty frogfish in Steps,",not valid,,
manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"favorite dive sites in Similan National parks: * Koh Bon, Koh bon is a well known cleaning site for Manta Rays and the site most frequented by them in Thailand. There is also a very good chance to spot a Z",not valid,,
manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"l to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded by deep waters. The v",not valid,,
manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,he many creatures we come to encounter here. The main attraction here are pelagic sightings such as manta ray and whale shark . The site still have plenty of things to see beside the gentle giants... - Tar,not valid,,
manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"frogfish, plenty of nudis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usuall",not valid,,
devil ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,red in feather stars and clams. This is a dive site is surrounded by very deep waters frequented by devil rays with a fantastic visibility from November to April Koh Bon Koh Tachai On the East coast: With easy,not valid,,
eagle ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park, Koh Sawang is",not valid,,
eagle ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The Burma banks are",not valid,,
stingray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"trong current giving it its nickanme of ""Super Highway drift"" and often visited by large schools of stingrays. * Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"te dive sites in Similan National parks: * Koh Bon, Koh bon is a well known cleaning site for Manta Rays and the site most frequented by them in Thailand. There is also a very good chance to spot a Zebra",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ig will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded by deep waters. The visib",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,y creatures we come to encounter here. The main attraction here are pelagic sightings such as manta ray and whale shark . The site still have plenty of things to see beside the gentle giants... - Tarutao,not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"enge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park, Koh Sawang is",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,feather stars and clams. This is a dive site is surrounded by very deep waters frequented by devil rays with a fantastic visibility from November to April Koh Bon Koh Tachai On the East coast: With easy,not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhinopias at",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"h, plenty of nudis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alo",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ng breath-taking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The Burma banks are",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,ousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more informations about all the exceptional Burma's dive,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"iverse of marine life : colourful tropical fishes are quite common, while butterfly fishes, morays, sharks and sea turtles can often be spotted by divers and snorkelers but the most famous visitor is surely",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"rtles can often be spotted by divers and snorkelers but the most famous visitor is surely the whale shark . Our favorite dive sites in Surin islands National parks: * Richelieu Rock , in the East of Surin",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,tes in the world! It can be described as a big aquarium with more or less everything from the whale shark to the seahorses... * Koh Khai (Koh Torinla) in the south of Surin islands offer a nice drift dive,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"and the site most frequented by them in Thailand. There is also a very good chance to spot a Zebra Shark on the pinnacle. * Koh Tachai, Koh Bon (also known as Koh Talu) and Koh Tachai where added a little",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"marine life from small to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded b",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,come to encounter here. The main attraction here are pelagic sightings such as manta ray and whale shark . The site still have plenty of things to see beside the gentle giants... - Tarutao National park​,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ingrays. * Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park,",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"r money on dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhin",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"The best spot is probably * Sipadan , a protected marine sanctuary for many species of sea turtles, sharks and schooling fish. Sipadan is the only oceanic island in Malaysia, rising 600 meters from the seab",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,this diversity will allow you to find the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,nd the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but the food in the Philippines is not,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"dis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alone on every dive",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"aking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of K",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"st the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,h massive pelagic animals and schools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more information,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,hools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more informations about all the exceptional Burm,not valid,,
reef shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ath-taking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of K",not valid,,
leopard shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"enty of marine life from small to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded b",not valid,,
leopard shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ls of stingrays. * Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park,",not valid,,
nurse shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,rs with massive pelagic animals and schools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more information,not valid,,
zebra shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"a Rays and the site most frequented by them in Thailand. There is also a very good chance to spot a Zebra Shark on the pinnacle. * Koh Tachai, Koh Bon (also known as Koh Talu) and Koh Tachai where added a little",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"sea turtles can often be spotted by divers and snorkelers but the most famous visitor is surely the whale shark . Our favorite dive sites in Surin islands National parks: * Richelieu Rock , in the East of Surin",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,ive sites in the world! It can be described as a big aquarium with more or less everything from the whale shark to the seahorses... * Koh Khai (Koh Torinla) in the south of Surin islands offer a nice drift dive,not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,res we come to encounter here. The main attraction here are pelagic sightings such as manta ray and whale shark . The site still have plenty of things to see beside the gentle giants... - Tarutao National park​,not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"lue for money on dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhin",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"of nudis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alone on every dive",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ews past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"iverse of marine life : colourful tropical fishes are quite common, while butterfly fishes, morays, sharks and sea turtles can often be spotted by divers and snorkelers but the most famous visitor is surely",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"marine life from small to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded b",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ingrays. * Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park,",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"r money on dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhin",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"The best spot is probably * Sipadan , a protected marine sanctuary for many species of sea turtles, sharks and schooling fish. Sipadan is the only oceanic island in Malaysia, rising 600 meters from the seab",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,this diversity will allow you to find the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but,not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,nd the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but the food in the Philippines is not,not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"dis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alone on every dive",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"aking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of K",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"st the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,h massive pelagic animals and schools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more information,not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,hools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more informations about all the exceptional Burm,not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"te dive sites in Similan National parks: * Koh Bon, Koh bon is a well known cleaning site for Manta Rays and the site most frequented by them in Thailand. There is also a very good chance to spot a Zebra",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"enge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park, Koh Sawang is",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,feather stars and clams. This is a dive site is surrounded by very deep waters frequented by devil rays with a fantastic visibility from November to April Koh Bon Koh Tachai On the East coast: With easy,not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhinopias at",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"h, plenty of nudis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alo",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ng breath-taking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The Burma banks are",not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,ousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more informations about all the exceptional Burma's dive,not valid,,
oceanic manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"rom small to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded by deep waters. The v",not valid,,
mantas,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"frogfish, plenty of nudis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usuall",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"iverse of marine life : colourful tropical fishes are quite common, while butterfly fishes, morays, sharks and sea turtles can often be spotted by divers and snorkelers but the most famous visitor is surely",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"marine life from small to big will entertain everyone and if you are lucky you might meet a leopard sharks or an Oceanic Manta ray ! * Hin Daeng & Hin Muang are two pinnacles in the open ocean, surrounded b",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"ingrays. * Stonehenge is another fantastic sites we would like to show you often visited by leopard sharks and Eagle rays. It is very diversified landscape. * On the Western border of Taruato National park,",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"r money on dive courses. Ko Tao is known for its tropical coral reefs, with species including whale sharks and rays. Hawksbill and green turtles gather here to breed. Barrel sponges at koh Lipe Mustard Rhin",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"The best spot is probably * Sipadan , a protected marine sanctuary for many species of sea turtles, sharks and schooling fish. Sipadan is the only oceanic island in Malaysia, rising 600 meters from the seab",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,this diversity will allow you to find the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but,not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,nd the spot of your dreams. What we like: you can spot thresher sharks in Malapascua and many large sharks in Tubbataha reef plus some great macro life and muck dives but the food in the Philippines is not,not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"dis and shrimps in every cracks! It is not uncommon to also spot pelagic with mantas rays and whale sharks roaming around. What we like most? No need to share! In Burma, you are usually alone on every dive",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"aking views past the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of K",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,"st the rock walls to the on-going procession of barracuda, tuna, mackerel, rays, reef sharks, whale sharks and eagle rays. * Burma Banks , S itting roughly 100 nautical miles (180km) west of Kawthaung, The",not valid,,
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,h massive pelagic animals and schools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more information,not valid,,
