species,sighting_date,dive_site,url,title,excerpt
ray,2025-02-09,"Elephant Head Rock, Donald Duck Bay, West of Eden",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan National park - Honeymoon bay, West Of Eden, Elephant head and Turtle Rock   We started our adventure with a check dive at Honeymoon Bay (Island Number 4). The coral garden and pristine sandy bottom were teeming with marine life: moray eels, lionfish, peacock groupers, and an octopus made..."
shark,2025-02-10,Koh Bon,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan islands   We began the morning at  Xmas Point , where one group was delighted to discover a pair of  baby harlequin shrimps  munching on a sea star   while another group came across a white-tip shark swimming closeby and a curious octopus. Parrotfish and titan triggerfish also came for a ..."
ray,2025-02-10,Koh Bon,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan islands   We began the morning at  Xmas Point , where one group was delighted to discover a pair of  baby harlequin shrimps  munching on a sea star   while another group came across a white-tip shark swimming closeby and a curious octopus. Parrotfish and titan triggerfish also came for a ..."
ray,2025-02-11,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Bon and Koh Tachai   Some divers began their day at Koh Bon West Ridge, where Maldivian sponge snails, schools of fusiliers, triggerfish, batfish, and anemonefish were abundant. While others explored the deeper Koh Bon Pinnacle, which was equally rich in marine life. For the second dive, we ve..."
ray,2025-02-12,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park   red snappers   The wind picked up as we made our way toward Surin National Park, prompting us to adjust our plans for safety. We began our adventure at Yellow Rock, located on the southern tip of South Surin Island. Although the visibility and current posed some challenges, ..."
ray,2025-02-09,"Hin Daeng, Hin Muang, Koh Haa, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Koh Lanta National Park  – A Stunning Introduction   We began our adventure at  Koh Haa  with a relaxing check dive. The tranquil waters revealed schools of  fusiliers  and  snappers , while a  lionfish  glided past and a beautiful  sea slug  rested on the white sandy bottom—a serene start to the..."
ray,2025-02-09,"Hin Daeng, Hin Muang, Koh Haa, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Koh Lanta National Park  – A Stunning Introduction   We began our adventure at  Koh Haa  with a relaxing check dive. The tranquil waters revealed schools of  fusiliers  and  snappers , while a  lionfish  glided past and a beautiful  sea slug  rested on the white sandy bottom—a serene start to the..."
ray,2025-02-11,"Hin Muang, Koh Haa, Koh Lanta",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Lanta National Park – Mystical Caverns and Swim-throughs   The towering pinnacles of  Hin Muang  welcomed us with schools of  giant trevallies  darting around the top. At  Koh Haa Cathedral , we explored breathtaking caves adorned with  banded pipefish  and shimmering schools of fish. The  Chi..."
shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
reef shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
whitetip,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-14,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – Richelieu Rock's Majestic Wonders   Richelieu Rock  never fails to amaze, and our four dives here showcased its unmatched biodiversity. The site buzzed with marine life, starting with schools of giant trevally, rainbow runners, and yellowtail barracuda darting around the pinn..."
ray,2025-02-14,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – Richelieu Rock's Majestic Wonders   Richelieu Rock  never fails to amaze, and our four dives here showcased its unmatched biodiversity. The site buzzed with marine life, starting with schools of giant trevally, rainbow runners, and yellowtail barracuda darting around the pinn..."
ray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin Islands National Park - A Thrilling Start ​ The adventure began at the Surin Islands, one of the Andaman Sea’s most cherished dive destinations. Our first dive was at Koh Chi, ideal for a check dive and a gentle introduction to the marine life and underwater seascape. Moving forward, we expl..."
shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
ray,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
manta,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
manta,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
whale shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
whale shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
reef shark,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
blacktip,2025-02-10,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Tachai and Koh Bon – Encounters with Sharks and Giant Groupers ​ Our second day brought us to  Koh Tachai,  home to an incredible underwater pinnacle renowned for its variety of marine life. The granite boulders here are habitat to diverse species, from surgeonfish and schools of batfish to th..."
shark,2025-02-09,"Koh Chi, Torinla Rock",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," , after bidding farewell to Ranong on the 21st of October, we embarked on a six-hour cruise that led us to our first dive site in the breathtaking  Surin Islands National Park . Our journey began with a customary check dive at  Koh Chi , where we submerged into crystal-clear, 29 degrees-warm waters..."
ray,2025-02-09,"Koh Chi, Torinla Rock",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," , after bidding farewell to Ranong on the 21st of October, we embarked on a six-hour cruise that led us to our first dive site in the breathtaking  Surin Islands National Park . Our journey began with a customary check dive at  Koh Chi , where we submerged into crystal-clear, 29 degrees-warm waters..."
ray,2025-02-09,"Koh Chi, Torinla Rock",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," , after bidding farewell to Ranong on the 21st of October, we embarked on a six-hour cruise that led us to our first dive site in the breathtaking  Surin Islands National Park . Our journey began with a customary check dive at  Koh Chi , where we submerged into crystal-clear, 29 degrees-warm waters..."
ray,2025-02-09,"Koh Chi, Torinla Rock",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," , after bidding farewell to Ranong on the 21st of October, we embarked on a six-hour cruise that led us to our first dive site in the breathtaking  Surin Islands National Park . Our journey began with a customary check dive at  Koh Chi , where we submerged into crystal-clear, 29 degrees-warm waters..."
reef shark,2025-02-09,"Koh Chi, Torinla Rock",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," , after bidding farewell to Ranong on the 21st of October, we embarked on a six-hour cruise that led us to our first dive site in the breathtaking  Surin Islands National Park . Our journey began with a customary check dive at  Koh Chi , where we submerged into crystal-clear, 29 degrees-warm waters..."
shark,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," and 3  of our diving expedition, we embarked on a thrilling journey between  Koh Tachai  and  Koh Bon . Our first stop was the enchanting underwater pinnacle of  Koh Tachai , a mesmerizing dive site teeming with diverse marine life nestled among an immense pile of granite boulders. Here, we encount..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
ray,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
manta,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
manta,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
manta,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
manta,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
whale shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
whale shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
whale shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
whale shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
whale shark,2025-02-11,"Elephant Head Rock, West of Eden, Richelieu Rock, Koh Bon, Koh Tachai, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/north-andaman, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,", we embarked on a thrilling  Blackwater Dive  in the vast open ocean, further enriching our unforgettable diving experience.                                                                           During Days 4, 5, and 6  of our expedition, we dedicated our time to exploring the world-renowned di..."
